case_id,m_alk,m_si,m_sal,m_ca,m_mg,m_so4,CostIndex,DIC_1000y,risk_SI_chalcedony_0_100y,risk_SI_calcite_0_100y,risk_combined,pH_1000y,pH_min_0_100y,Objective,sel_exists,SI_chal_max_0_10y,SI_calc_max_0_10y,SI_anh_max_0_10y,T_SI_chal_pos_0_10y,T_SI_calc_pos_0_10y,T_SI_anh_pos_0_10y,A_SI_chal_pos_0_10y,A_SI_calc_pos_0_10y,A_SI_anh_pos_0_10y,pH_min_0_10y,pH_10y,RiskInj_A_0_10y,StorageReadyRatio,StorageReady_OK,RiskInj_norm,Cost_norm,SI_SUS
case_0058,3.0,0.5,1.0,1.0,0.7,1.0,12.59,1.187246677947,0.4326133155989,0.8595111274845,0.8623688793411499,5.270709207177,4.922084550463,-6.8324910807353,True,0.4326133155989,0.8595111274845,-0.540427283977,6.666666666666666,10.000003137120691,0.0,3.55018066776847,1.4325198940025736,0.0,4.922084550463,4.926152980089,4.266440614769757,1.010153723494264,True,0.5704457846450727,0.9226823012092342,0.4051752211311357
case_0059,3.0,0.5,1.0,1.5,1.0,1.0,12.75,1.183911849247,0.4353213627183,1.029526970402,0.9500848479193,5.260278968272,4.907304607468,-7.0912578465916,True,0.4353213627183,1.029526970402,-0.5250978481326,6.666666666666666,6.66666980378736,0.0,3.571292002336856,1.715879898878516,0.0,4.907304607468,4.911330691916,4.429231951776114,1.0073163269438306,True,0.8709160742825443,0.934408208134848,0.359073043090694
case_0060,3.0,0.5,1.0,1.5,0.7,1.0,12.84,1.18481554859,0.4345946907436,1.029695165348,0.9494422734176,5.263129723646,4.911289026292,-7.1340689982452,True,0.4345946907436,1.029695165348,-0.5291711057769,6.666666666666666,3.333336470454027,0.0,3.5655756420271176,1.716160224052339,0.0,4.911289026292,4.915327745865,4.423655754053288,1.008085228026653,True,0.8606238696992748,0.9410040307805057,0.3598212410199148
case_0061,3.0,0.5,0.7,1.0,1.0,1.0,12.68,1.191843872703,0.4349419557391,0.8893291679541,0.87960653971615,5.275806902877,4.917347747384,-6.9073692067293,True,0.4349419557391,0.8893291679541,-0.5122971825986,6.666666666666666,10.000003137120691,0.0,3.5683618951020826,1.4822166748899697,0.0,4.917347747384,4.921570360037,4.309470232547067,1.0140651881348155,True,0.6498672204186063,0.929278123854892,0.3931787676822302
case_0062,3.0,0.5,0.7,1.0,0.7,1.0,12.77,1.192757813354,0.4341717151645,0.888899496329,0.8786214633289999,5.278631218818,4.92153835145,-6.949485113304,True,0.4341717151645,0.888899496329,-0.5164695012334,6.666666666666666,10.000003137120691,0.0,3.562307740827824,1.4815005548408378,0.0,4.92153835145,4.925771142137,4.303058018248242,1.0148428029041885,True,0.6380319475901127,0.9358739465005496,0.3942812381890608
case_0063,3.0,0.5,0.7,1.5,1.0,1.0,12.93,1.189410276151,0.4369754428491,1.059044105517,0.9664974956076,5.268198663417,4.90627449981,-7.2085847150642,True,0.4369754428491,1.059044105517,-0.5014880338172,6.666666666666666,3.333336470454027,0.0,3.5843427682272044,1.7650751703695895,0.0,4.90627449981,4.910465186066,4.466880353411999,1.0119945934857433,True,0.940405190546026,0.9475998534261636,0.3504130283975669
case_0064,3.0,0.5,0.7,1.5,0.7,1.0,13.02,1.190317514029,0.4362133507103,1.058830883045,0.9656287922328,5.2710505014,4.910389326048,-7.2509400704366,True,0.4362133507103,1.058830883045,-0.5054624471739,6.666666666666666,6.66666980378736,0.0,3.57839782731538,1.764719799248471,0.0,4.910389326048,4.91459258774,4.460757726939615,1.0127665052860286,True,0.929104421209465,0.9541956760718212,0.3512525478152564
case_0065,3.0,0.25,1.0,1.0,1.0,1.0,13.125,1.186339500623,0.4324721902196,0.8594967260029,0.86222055322105,5.267895924354,4.918084785307,-7.1006016058191,True,0.4324721902196,0.8594967260029,-0.5362465629115,6.666666666666666,3.333336470454027,0.0,3.537990496408531,1.4324958915106492,0.0,4.918084785307,4.922142067981,4.254238442163856,1.0093818632155789,True,0.5479237610256067,0.9618908024917552,0.4021738808467936
case_0066,3.0,0.25,1.0,1.0,0.7,1.0,13.215,1.187249946261,0.4317346087136,0.8595200277509,0.86149462258905,5.270719767256,4.92214229728,-7.1432392989171,True,0.4317346087136,0.8595200277509,-0.5405099076372,6.666666666666666,3.333336470454027,0.0,3.5322552372669014,1.4325347277938667,0.0,4.92214229728,4.926209884439,4.248522601163835,1.0101565042976286,True,0.5373738114252111,0.968486625137413,0.4031176236148632
case_0067,3.0,0.25,1.0,1.5,1.0,1.0,13.375,1.183915161863,0.4344502248188,1.029535960916,0.9492182052768,5.260289954091,4.907361368031,-7.4020212486906,True,0.4344502248188,1.029535960916,-0.5251766859962,6.666666666666666,3.333336470454027,0.0,3.553406890960548,1.7158948830826175,0.0,4.907361368031,4.911386718929,4.4113543325018565,1.0073191454409878,True,0.8379186584485878,0.9802125320630268,0.3574422471290682
case_0068,3.0,0.25,1.0,1.5,0.7,1.0,13.465,1.184818890811,0.4337191675075,1.029704153944,0.9485712444795,5.263140732108,4.911346707555,-7.444823598148,True,0.4337191675075,1.029704153944,-0.5292518142613,6.666666666666666,3.333336470454027,0.0,3.547947918919222,1.7161752050597714,0.0,4.911346707555,4.915384379867,4.406035521449107,1.0080880717128478,True,0.8281015224330259,0.9868083547086846,0.3581244571625402
case_0069,3.0,0.25,0.7,1.0,1.0,1.0,13.305,1.191846360745,0.4339960144459,0.8893356451112,0.8786638370015001,5.275814954018,4.917408252623,-7.217981313258,True,0.4339960144459,0.8893356451112,-0.5123809622534,6.666666666666666,6.666669803787361,0.0,3.55017363241943,1.482227470161962,0.0,4.917408252623,4.921628742823,4.291287367500412,1.0140673050536808,True,0.6163064006140845,0.9750824477830708,0.3913219375320339
case_0070,3.0,0.25,0.7,1.0,0.7,1.0,13.395,1.192760672193,0.4332198833314,0.8889059811215,0.87767287389215,5.278640450481,4.921602821287,-7.2600850755913,True,0.4332198833314,0.8889059811215,-0.5165591712794,6.666666666666666,6.66666980378736,0.0,3.544635806123651,1.4815113628385082,0.0,4.921602821287,4.925832753988,4.285391487542905,1.0148452353109614,True,0.6054241461214477,0.9816782704287284,0.3922709935326902
case_0071,3.0,0.25,0.7,1.5,1.0,1.0,13.555,1.189412802515,0.4360364857481,1.059050674235,0.9655618228656,5.268206995601,4.906333860995,-7.5192108432162,True,0.4360364857481,1.059050674235,-0.5015683251391,6.666666666666666,6.66666980378736,0.0,3.5661910922930407,1.7650861182432274,0.0,4.906333860995,4.910522618802,4.448734151414654,1.0119967430103949,True,0.9069120411547326,0.9934041773543424,0.3489263469107578
case_0072,3.0,0.25,0.7,1.5,0.7,1.0,13.645,1.190320047708,0.4352784441368,1.058837454754,0.9646971715138,5.271058801096,4.910449257879,-7.5615742953196,True,0.4352784441368,1.058837454754,-0.50554421011,6.666666666666666,6.666669803787361,0.0,3.5604773043537445,1.7647307521071134,0.0,4.910449257879,4.914650344898,4.442842680407301,1.0127686610345548,True,0.8960379244325322,1.0,0.3497083558506931
